team,result,diff_assists,diff_cspm,diff_damage,diff_dmgperminute,diff_gpm,diff_fbaron_time,diff_first_blood,diff_firstdeath,diff_first_tower,diff_match_duration,diff_gold_spent,diff_herald_time,diff_kills,diff_kpm,diff_minion_kills,diff_drag_kills,diff_tower_kills,totalgold,diff_vision_wards,diff_monster_kills
Team SoloMid,1,4.500238739455671,0.9684863918510231,-0.8650326277256095,160.88460926309085,76.83081330574555,0.31434028330415487,1.5670857870444062,0.3450580932675482,-0.045042177303836084,0.16234282985834625,1891.602578386126,0.0714626770650959,1.765876173802324,0.0,15.776858188763299,0.41079102339646667,1.7744707942065894,2841.5979627566485,-3.9594142925354134,19.225210886519164
Counter Logic Gaming,0,4.500238739455671,0.9684863918510231,-0.8650326277256095,160.88460926309085,76.83081330574555,0.31434028330415487,1.5670857870444062,0.3450580932675482,-0.045042177303836084,0.16234282985834625,1891.602578386126,0.0714626770650959,1.765876173802324,-0.0,15.776858188763299,0.41079102339646667,1.7744707942065894,2841.5979627566485,-3.9594142925354134,19.225210886519164
Team Liquid,1,7.814345991561179,0.8206210104944347,-1.8113166720761669,71.88477766958772,100.59601860867679,-0.9818240830899079,0.3400411121930107,-0.0916369144217235,0.45493887266039046,-3.315806556312886,-4110.79497998485,0.8885643189440664,2.449962133506437,0.0,-74.34242129178836,0.8138050416531428,1.8013631937682568,-2411.1224710591778,-7.440765985069781,-6.879692740452214
Clutch Gaming,0,7.814345991561179,0.8206210104944347,-1.8113166720761669,71.88477766958772,100.59601860867679,-0.9818240830899079,0.3400411121930107,-0.0916369144217235,0.45493887266039046,-3.315806556312886,-4110.79497998485,0.8885643189440664,2.449962133506437,-0.0,-74.34242129178836,0.8138050416531428,1.8013631937682568,-2411.1224710591778,-7.440765985069781,-6.879692740452214
FlyQuest,0,1.3995041952707865,-0.10030511060259784,-0.7078565980167806,-144.727307398932,9.550152555301338,0.8615560640732269,0.4042715484363084,0.00781845919145674,-0.1742944317315036,-0.6159420289855078,-957.2393211289091,-0.19660564454614793,-0.03813882532418056,0.0,-35.843440122044285,-0.30148741418764313,0.3537376048817702,-681.1424485125826,-5.117848970251721,12.720251716247134
Golden Guardians,1,1.3995041952707865,-0.10030511060259784,-0.7078565980167806,-144.727307398932,9.550152555301338,0.8615560640732269,0.4042715484363084,0.00781845919145674,-0.1742944317315036,-0.6159420289855078,-957.2393211289091,-0.19660564454614793,-0.03813882532418056,-0.0,-35.843440122044285,-0.30148741418764313,0.3537376048817702,-681.1424485125826,-5.117848970251721,12.720251716247134
Clutch Gaming,0,-7.748339390901116,-0.21268329364582428,0.1991477628775531,-261.5715001879935,-92.03860132848718,0.5662363704724918,-0.38438400802105477,-0.8473492918912147,-0.12532898859506147,1.9017420729414738,1932.35129715503,-0.9560095250031342,-3.0349667878180213,0.0,61.6277729038726,-0.1007645068304297,-1.8006015791452565,312.9951121694394,4.996490788319342,-8.711743326231357
Cloud9,1,-7.748339390901116,-0.21268329364582428,0.1991477628775531,-261.5715001879935,-92.03860132848718,0.5662363704724918,-0.38438400802105477,-0.8473492918912147,-0.12532898859506147,1.9017420729414738,1932.35129715503,-0.9560095250031342,-3.0349667878180213,-0.0,61.6277729038726,-0.1007645068304297,-1.8006015791452565,312.9951121694394,4.996490788319342,-8.711743326231357
KaBuM,1,21.642857142857146,1.7142857142857153,-4.0,537.2142857142856,286.0000000000001,-0.928571428571427,-0.35714285714285676,0.8571428571428577,-0.07142857142857295,-1.357142857142854,2574.5714285714275,0.9285714285714288,9.857142857142858,0.0,-44.85714285714289,1.2142857142857144,4.5,6249.142857142855,-5.714285714285715,38.5
Team One,0,21.642857142857146,1.7142857142857153,-4.0,537.2142857142856,286.0000000000001,-0.928571428571427,-0.35714285714285676,0.8571428571428577,-0.07142857142857295,-1.357142857142854,2574.5714285714275,0.9285714285714288,9.857142857142858,-0.0,-44.85714285714289,1.2142857142857144,4.5,6249.142857142855,-5.714285714285715,38.5
Jin Air Green Wings,0,-7.2079678362573105,-0.23678989139515494,0.6153926482873864,-143.359492481203,-113.03195488721803,0.8322368421052637,-0.2734440267335003,-0.628341687552215,0.12985588972431117,1.6577903091060975,1042.5578529657505,0.33536967418546304,-2.823360484544696,0.0,63.77694235588967,-0.5031850459482041,-2.7569444444444446,-663.7836257309973,0.761173767752716,-10.058166248955729
KT Rolster,1,-7.2079678362573105,-0.23678989139515494,0.6153926482873864,-143.359492481203,-113.03195488721803,0.8322368421052637,-0.2734440267335003,-0.628341687552215,0.12985588972431117,1.6577903091060975,1042.5578529657505,0.33536967418546304,-2.823360484544696,-0.0,63.77694235588967,-0.5031850459482041,-2.7569444444444446,-663.7836257309973,0.761173767752716,-10.058166248955729
KT Rolster,1,7.2079678362573105,0.23678989139515494,-0.6153926482873864,143.359492481203,113.03195488721803,-0.8322368421052637,0.2734440267335003,0.628341687552215,-0.12985588972431117,-1.6577903091060975,-1042.5578529657505,-0.33536967418546304,2.823360484544696,0.0,-63.77694235588967,0.5031850459482041,2.7569444444444446,663.7836257309973,-0.761173767752716,10.058166248955729
Jin Air Green Wings,0,7.2079678362573105,0.23678989139515494,-0.6153926482873864,143.359492481203,113.03195488721803,-0.8322368421052637,0.2734440267335003,0.628341687552215,-0.12985588972431117,-1.6577903091060975,-1042.5578529657505,-0.33536967418546304,2.823360484544696,-0.0,-63.77694235588967,0.5031850459482041,2.7569444444444446,663.7836257309973,-0.761173767752716,10.058166248955729
Gen.G,0,-7.851278772378517,-0.15153452685422053,-2.086956521739131,-192.31713554987232,-74.2498721227621,1.4676470588235304,0.8324808184143224,0.5895140664961627,-0.5393861892583107,1.3338874680306887,-283.211764705884,0.5436061381074175,-3.08618925831202,0.0,46.01240409207162,-0.388235294117647,-0.6303069053708441,-190.4418158567787,1.2175191815856792,-5.048593350383612
Damwon Gaming,1,-7.851278772378517,-0.15153452685422053,-2.086956521739131,-192.31713554987232,-74.2498721227621,1.4676470588235304,0.8324808184143224,0.5895140664961627,-0.5393861892583107,1.3338874680306887,-283.211764705884,0.5436061381074175,-3.08618925831202,-0.0,46.01240409207162,-0.388235294117647,-0.6303069053708441,-190.4418158567787,1.2175191815856792,-5.048593350383612
Damwon Gaming,0,7.851278772378517,0.15153452685422053,2.086956521739131,192.31713554987232,74.2498721227621,-1.4676470588235304,-0.8324808184143224,-0.5895140664961627,0.5393861892583107,-1.3338874680306887,283.211764705884,-0.5436061381074175,3.08618925831202,0.0,-46.01240409207162,0.388235294117647,0.6303069053708441,190.4418158567787,-1.2175191815856792,5.048593350383612
Gen.G,1,7.851278772378517,0.15153452685422053,2.086956521739131,192.31713554987232,74.2498721227621,-1.4676470588235304,-0.8324808184143224,-0.5895140664961627,0.5393861892583107,-1.3338874680306887,283.211764705884,-0.5436061381074175,3.08618925831202,-0.0,-46.01240409207162,0.388235294117647,0.6303069053708441,190.4418158567787,-1.2175191815856792,5.048593350383612
Gen.G,1,-7.851278772378517,-0.15153452685422053,-2.086956521739131,-192.31713554987232,-74.2498721227621,1.4676470588235304,0.8324808184143224,0.5895140664961627,-0.5393861892583107,1.3338874680306887,-283.211764705884,0.5436061381074175,-3.08618925831202,0.0,46.01240409207162,-0.388235294117647,-0.6303069053708441,-190.4418158567787,1.2175191815856792,-5.048593350383612
Damwon Gaming,0,-7.851278772378517,-0.15153452685422053,-2.086956521739131,-192.31713554987232,-74.2498721227621,1.4676470588235304,0.8324808184143224,0.5895140664961627,-0.5393861892583107,1.3338874680306887,-283.211764705884,0.5436061381074175,-3.08618925831202,-0.0,46.01240409207162,-0.388235294117647,-0.6303069053708441,-190.4418158567787,1.2175191815856792,-5.048593350383612
Sandbox Gaming,1,3.344465789862568,1.2343726910004449,0.542781143786021,189.27486330722627,89.55415989360131,0.5735185458844398,1.1482192995418945,-0.2915619920200978,1.1808777892714648,0.5618442441259006,2367.9611349194674,-0.05024383035318536,1.8409930545293332,0.0,27.363381114230833,0.9943845130781732,1.446578986256835,3891.1399438451335,1.874538200088665,28.223585045071673
Hanwha Life Esports,0,3.344465789862568,1.2343726910004449,0.542781143786021,189.27486330722627,89.55415989360131,0.5735185458844398,1.1482192995418945,-0.2915619920200978,1.1808777892714648,0.5618442441259006,2367.9611349194674,-0.05024383035318536,1.8409930545293332,-0.0,27.363381114230833,0.9943845130781732,1.446578986256835,3891.1399438451335,1.874538200088665,28.223585045071673
Hanwha Life Esports,0,-3.344465789862568,-1.2343726910004449,-0.542781143786021,-189.27486330722627,-89.55415989360131,-0.5735185458844398,-1.1482192995418945,0.2915619920200978,-1.1808777892714648,-0.5618442441259006,-2367.9611349194674,0.05024383035318536,-1.8409930545293332,0.0,-27.363381114230833,-0.9943845130781732,-1.446578986256835,-3891.1399438451335,-1.874538200088665,-28.223585045071673
Sandbox Gaming,1,-3.344465789862568,-1.2343726910004449,-0.542781143786021,-189.27486330722627,-89.55415989360131,-0.5735185458844398,-1.1482192995418945,0.2915619920200978,-1.1808777892714648,-0.5618442441259006,-2367.9611349194674,0.05024383035318536,-1.8409930545293332,-0.0,-27.363381114230833,-0.9943845130781732,-1.446578986256835,-3891.1399438451335,-1.874538200088665,-28.223585045071673
Griffin,1,4.02730883813307,1.1289721946375337,-2.5814299900695126,39.71040218470716,72.22715988083405,0.3481876861966242,0.1063803376365442,-0.1479642502482612,-0.10451837140019826,-0.7816534260178756,-156.28984607745952,-0.10836643495531284,1.8535253227408148,0.0,0.2964250248262488,-0.07807845084409126,0.6233862959285004,705.6600049652407,-6.917080436941411,8.206802383316784
Afreeca Freecs,0,4.02730883813307,1.1289721946375337,-2.5814299900695126,39.71040218470716,72.22715988083405,0.3481876861966242,0.1063803376365442,-0.1479642502482612,-0.10451837140019826,-0.7816534260178756,-156.28984607745952,-0.10836643495531284,1.8535253227408148,-0.0,0.2964250248262488,-0.07807845084409126,0.6233862959285004,705.6600049652407,-6.917080436941411,8.206802383316784
Afreeca Freecs,1,-4.02730883813307,-1.1289721946375337,2.5814299900695126,-39.71040218470716,-72.22715988083405,-0.3481876861966242,-0.1063803376365442,0.1479642502482612,0.10451837140019826,0.7816534260178756,156.28984607745952,0.10836643495531284,-1.8535253227408148,0.0,-0.2964250248262488,0.07807845084409126,-0.6233862959285004,-705.6600049652407,6.917080436941411,-8.206802383316784
Griffin,0,-4.02730883813307,-1.1289721946375337,2.5814299900695126,-39.71040218470716,-72.22715988083405,-0.3481876861966242,-0.1063803376365442,0.1479642502482612,0.10451837140019826,0.7816534260178756,156.28984607745952,0.10836643495531284,-1.8535253227408148,-0.0,-0.2964250248262488,0.07807845084409126,-0.6233862959285004,-705.6600049652407,6.917080436941411,-8.206802383316784
Griffin,1,4.02730883813307,1.1289721946375337,-2.5814299900695126,39.71040218470716,72.22715988083405,0.3481876861966242,0.1063803376365442,-0.1479642502482612,-0.10451837140019826,-0.7816534260178756,-156.28984607745952,-0.10836643495531284,1.8535253227408148,0.0,0.2964250248262488,-0.07807845084409126,0.6233862959285004,705.6600049652407,-6.917080436941411,8.206802383316784
Afreeca Freecs,0,4.02730883813307,1.1289721946375337,-2.5814299900695126,39.71040218470716,72.22715988083405,0.3481876861966242,0.1063803376365442,-0.1479642502482612,-0.10451837140019826,-0.7816534260178756,-156.28984607745952,-0.10836643495531284,1.8535253227408148,-0.0,0.2964250248262488,-0.07807845084409126,0.6233862959285004,705.6600049652407,-6.917080436941411,8.206802383316784
Cloud9,1,4.467326732673268,-0.1749563191613248,-1.7132207338380887,102.77239370995926,49.74373907979043,0.4867792661619106,-0.21397786837507304,0.5663366336633651,0.17134536983110138,0.10064065230051966,25.695165987184737,0.38951659871869637,1.5829935934769939,0.0,-2.54839836924873,-0.20675596971461863,1.4010483401281304,1756.6364589400182,6.84729178800233,4.738846825859042
Echo Fox,0,4.467326732673268,-0.1749563191613248,-1.7132207338380887,102.77239370995926,49.74373907979043,0.4867792661619106,-0.21397786837507304,0.5663366336633651,0.17134536983110138,0.10064065230051966,25.695165987184737,0.38951659871869637,1.5829935934769939,-0.0,-2.54839836924873,-0.20675596971461863,1.4010483401281304,1756.6364589400182,6.84729178800233,4.738846825859042
Team Liquid,1,4.878787878787879,1.5601204351204387,-1.1129564879564882,108.17016317016305,97.99834887334896,-0.7345571095571124,-0.8223581973581977,-0.2885586635586641,0.6182012432012431,-3.073717948717949,-3700.614024864022,0.07915695415695545,1.6417055167055175,0.0,-49.6308275058276,0.7830225330225331,1.1940559440559442,-2321.383547008547,-2.4227855477855442,-4.0904234654234415
100 Thieves,0,4.878787878787879,1.5601204351204387,-1.1129564879564882,108.17016317016305,97.99834887334896,-0.7345571095571124,-0.8223581973581977,-0.2885586635586641,0.6182012432012431,-3.073717948717949,-3700.614024864022,0.07915695415695545,1.6417055167055175,-0.0,-49.6308275058276,0.7830225330225331,1.1940559440559442,-2321.383547008547,-2.4227855477855442,-4.0904234654234415
Team SoloMid,0,3.330480327031168,0.771333673990803,-1.5544200306591733,259.0222278998467,74.21627491057734,0.2026060296372023,0.8518140010219728,-0.3764690853346959,-0.10500766479304957,1.1213592233009706,3425.908661216148,0.07728666326009304,1.6545733265201843,0.0,45.34351047521716,0.5982370975983646,1.9334440470107301,4193.036918753198,4.707971384772613,11.748722534491577
FlyQuest,1,3.330480327031168,0.771333673990803,-1.5544200306591733,259.0222278998467,74.21627491057734,0.2026060296372023,0.8518140010219728,-0.3764690853346959,-0.10500766479304957,1.1213592233009706,3425.908661216148,0.07728666326009304,1.6545733265201843,-0.0,45.34351047521716,0.5982370975983646,1.9334440470107301,4193.036918753198,4.707971384772613,11.748722534491577
OpTic Gaming,1,-2.639344262295083,-0.2786885245901658,0.16393442622950793,-25.950819672131274,-3.147540983606632,0.42622950819671956,0.8524590163934427,0.9180327868852469,-0.11475409836065609,1.491803278688522,2241.2459016393477,-0.14754098360655732,-0.6721311475409841,0.0,27.098360655737565,-0.06557377049180313,0.557377049180328,2415.8852459016343,0.8032786885245926,14.213114754098342
Counter Logic Gaming,0,-2.639344262295083,-0.2786885245901658,0.16393442622950793,-25.950819672131274,-3.147540983606632,0.42622950819671956,0.8524590163934427,0.9180327868852469,-0.11475409836065609,1.491803278688522,2241.2459016393477,-0.14754098360655732,-0.6721311475409841,-0.0,27.098360655737565,-0.06557377049180313,0.557377049180328,2415.8852459016343,0.8032786885245926,14.213114754098342
Clutch Gaming,1,-0.8578242524307456,0.10988809392771515,-0.9203815813612177,-49.740964960557676,4.938726839112178,1.2003302146395178,-0.5637497706842778,-0.5389836727206028,-0.31186938176481327,1.2511465786094291,1948.7741698770842,-0.44560631076866564,-0.5551274995413689,0.0,24.27664648688301,-0.3203082003302147,0.3469088240689784,2057.8530544854148,3.0550357732526123,15.441937259218491
Golden Guardians,0,-0.8578242524307456,0.10988809392771515,-0.9203815813612177,-49.740964960557676,4.938726839112178,1.2003302146395178,-0.5637497706842778,-0.5389836727206028,-0.31186938176481327,1.2511465786094291,1948.7741698770842,-0.44560631076866564,-0.5551274995413689,-0.0,24.27664648688301,-0.3203082003302147,0.3469088240689784,2057.8530544854148,3.0550357732526123,15.441937259218491
Counter Logic Gaming,1,-6.7267759562841505,-1.2279669328849678,1.3344542524870402,-68.73350147120618,-98.59913128765584,0.5313156788566644,-0.08729157909485785,-0.08308813226846112,-0.3773294101162943,2.4077343421605732,2739.087571808879,-0.6337396665265516,-2.0442763065713887,0.0,43.78898696931492,-0.6075381813086733,-1.6355611601513242,1023.5659240577297,7.935266918873474,-3.318481154546731
Team Liquid,0,-6.7267759562841505,-1.2279669328849678,1.3344542524870402,-68.73350147120618,-98.59913128765584,0.5313156788566644,-0.08729157909485785,-0.08308813226846112,-0.3773294101162943,2.4077343421605732,2739.087571808879,-0.6337396665265516,-2.0442763065713887,-0.0,43.78898696931492,-0.6075381813086733,-1.6355611601513242,1023.5659240577297,7.935266918873474,-3.318481154546731
100 Thieves,0,2.9355581127733004,-0.739499424626004,-0.6983601841196787,-36.28538550057533,2.597669735327827,-0.24726697353279548,1.1623993095512084,0.1969217491369406,-0.16326237054085269,-0.2420886075949369,-410.180955120828,0.809407364787111,0.8082566168009198,0.0,-24.71159378596076,0.030782508630609717,0.6073072497123126,-89.73892405063089,-5.017980437284237,-2.789269275028772
Clutch Gaming,1,2.9355581127733004,-0.739499424626004,-0.6983601841196787,-36.28538550057533,2.597669735327827,-0.24726697353279548,1.1623993095512084,0.1969217491369406,-0.16326237054085269,-0.2420886075949369,-410.180955120828,0.809407364787111,0.8082566168009198,-0.0,-24.71159378596076,0.030782508630609717,0.6073072497123126,-89.73892405063089,-5.017980437284237,-2.789269275028772
Echo Fox,0,-2.3067961165048523,-0.17350085665334092,2.855968018275272,-5.236778983438171,-36.532838378069755,-0.9168475157053138,-1.2214734437464312,0.11067961165048601,-0.0785836664763,-1.2566533409480272,-2477.9416333523695,0.24020559680182707,-0.7195888063963451,0.0,-44.30279840091373,-0.30953740719588785,-1.5407195888063958,-3523.672986864658,-8.378869217589951,-5.054140491147905
Team SoloMid,1,-2.3067961165048523,-0.17350085665334092,2.855968018275272,-5.236778983438171,-36.532838378069755,-0.9168475157053138,-1.2214734437464312,0.11067961165048601,-0.0785836664763,-1.2566533409480272,-2477.9416333523695,0.24020559680182707,-0.7195888063963451,-0.0,-44.30279840091373,-0.30953740719588785,-1.5407195888063958,-3523.672986864658,-8.378869217589951,-5.054140491147905
Golden Guardians,1,-6.89051513847037,-0.3225713875735394,1.1195293442387708,-211.8305352274358,-96.97732816759935,-0.6340938441670261,0.17936576266322302,-0.3083656191706119,0.1865403931697518,0.6505954943320447,-16.422872722054308,-0.5104032142344685,-2.4798392882766525,0.0,37.35112641698959,0.21954369349978498,-2.147510403214235,-1744.8579423159754,1.9414550150667296,-24.153680585449848
Cloud9,0,-6.89051513847037,-0.3225713875735394,1.1195293442387708,-211.8305352274358,-96.97732816759935,-0.6340938441670261,0.17936576266322302,-0.3083656191706119,0.1865403931697518,0.6505954943320447,-16.422872722054308,-0.5104032142344685,-2.4798392882766525,-0.0,37.35112641698959,0.21954369349978498,-2.147510403214235,-1744.8579423159754,1.9414550150667296,-24.153680585449848
FlyQuest,0,3.809102674719586,0.47584124245038595,0.5254529767040559,-72.18679896462459,5.7620793787748426,-0.314495254529767,-0.13718723037100933,-0.1965056082830028,0.17471958584986957,-2.4508196721311464,-3775.55198446937,0.14171699741156019,0.7834339948231239,0.0,-56.665012942191424,-0.12187230371009483,-0.7163503019844688,-3767.3242018981837,-9.470664365832619,-6.736626402070755
OpTic Gaming,1,3.809102674719586,0.47584124245038595,0.5254529767040559,-72.18679896462459,5.7620793787748426,-0.314495254529767,-0.13718723037100933,-0.1965056082830028,0.17471958584986957,-2.4508196721311464,-3775.55198446937,0.14171699741156019,0.7834339948231239,-0.0,-56.665012942191424,-0.12187230371009483,-0.7163503019844688,-3767.3242018981837,-9.470664365832619,-6.736626402070755
Origen,1,-2.954044117647058,-1.016544117647058,-0.4297794117647058,-135.91470588235302,-31.958823529411802,0.8242647058823529,0.12022058823529402,-1.884558823529412,1.5933823529411768,-0.5051470588235318,-2677.792279411762,-0.019117647058823906,-0.28713235294117645,0.0,-28.865073529411802,0.3323529411764705,-0.5893382352941172,-2202.9286764705903,1.6136029411764738,-27.837132352941182
Vitality,0,-2.954044117647058,-1.016544117647058,-0.4297794117647058,-135.91470588235302,-31.958823529411802,0.8242647058823529,0.12022058823529402,-1.884558823529412,1.5933823529411768,-0.5051470588235318,-2677.792279411762,-0.019117647058823906,-0.28713235294117645,-0.0,-28.865073529411802,0.3323529411764705,-0.5893382352941172,-2202.9286764705903,1.6136029411764738,-27.837132352941182
Rogue,0,-6.839646464646467,-1.5075757575757542,0.8270202020202024,-252.92676767676767,-108.42803030303037,2.5795454545454533,0.512626262626263,-2.3484848484848477,0.33585858585858475,-1.2487373737373773,-4370.516414141421,-1.0909090909090917,-1.9936868686868703,-0.013888888888888888,-75.55934343434342,-0.33585858585858586,-2.0303030303030303,-5795.335858585859,-11.684343434343432,-23.156565656565647
Misfits,1,-6.839646464646467,-1.5075757575757542,0.8270202020202024,-252.92676767676767,-108.42803030303037,2.5795454545454533,0.512626262626263,-2.3484848484848477,0.33585858585858475,-1.2487373737373773,-4370.516414141421,-1.0909090909090917,-1.9936868686868703,0.013888888888888888,-75.55934343434342,-0.33585858585858586,-2.0303030303030303,-5795.335858585859,-11.684343434343432,-23.156565656565647
Fnatic,1,2.549857549857549,1.3019943019942986,-2.7863247863247853,64.92450142450161,86.94800569800577,-0.9394586894586894,-2.2400284900284904,0.7457264957264957,-1.7321937321937337,-0.9665242165242205,247.1915954415963,1.3383190883190892,1.616809116809117,0.018518518518518517,10.930911680911663,-0.056980056980056926,1.2799145299145298,1046.0071225071224,-5.0334757834757795,10.388888888888886
SK Gaming,0,2.549857549857549,1.3019943019942986,-2.7863247863247853,64.92450142450161,86.94800569800577,-0.9394586894586894,-2.2400284900284904,0.7457264957264957,-1.7321937321937337,-0.9665242165242205,247.1915954415963,1.3383190883190892,1.616809116809117,-0.018518518518518517,10.930911680911663,-0.056980056980056926,1.2799145299145298,1046.0071225071224,-5.0334757834757795,10.388888888888886
Schalke 04,1,4.346653346653344,2.521478521478521,-1.8671328671328666,256.35214785214794,88.028971028971,0.9415584415584419,0.9400599400599399,1.3081918081918094,-1.160339660339659,0.9630369630369628,2532.938061938068,0.006993006993006645,2.0374625374625364,0.0,108.51998001998004,-0.21028971028971033,1.4610389610389607,4631.002497502501,-1.5374625374625381,13.373126873126864
Excel Esports,0,4.346653346653344,2.521478521478521,-1.8671328671328666,256.35214785214794,88.028971028971,0.9415584415584419,0.9400599400599399,1.3081918081918094,-1.160339660339659,0.9630369630369628,2532.938061938068,0.006993006993006645,2.0374625374625364,-0.0,108.51998001998004,-0.21028971028971033,1.4610389610389607,4631.002497502501,-1.5374625374625381,13.373126873126864
Excel Esports,0,1.1013986013986035,-0.25524475524475676,0.13986013986013823,25.069930069930024,14.36713286713291,-1.9545454545454533,-0.9335664335664333,1.4125874125874116,0.29020979020979,0.4720279720279734,1673.5944055944055,0.62937062937063,-0.024475524475523258,0.0,2.5839160839160513,0.17132867132867124,0.3636363636363633,1198.5559440559446,5.66083916083916,0.27622377622375893
Rogue,1,1.1013986013986035,-0.25524475524475676,0.13986013986013823,25.069930069930024,14.36713286713291,-1.9545454545454533,-0.9335664335664333,1.4125874125874116,0.29020979020979,0.4720279720279734,1673.5944055944055,0.62937062937063,-0.024475524475523258,-0.0,2.5839160839160513,0.17132867132867124,0.3636363636363633,1198.5559440559446,5.66083916083916,0.27622377622375893
SK Gaming,1,3.1148851148851158,-1.3291708291708275,3.3671328671328666,86.07092907092897,24.394105894105905,-0.8261738261738252,0.40609390609390594,-0.9235764235764243,1.7757242757242757,-0.27072927072926944,517.908091908088,0.06993006993007,0.9240759240759253,0.0,-74.44305694305694,0.44105894105894095,0.23126873126873182,41.61288711288944,-0.42407592407592176,9.89610389610391
